,mean_length,aa_buffer
IPR041453,117.0,5
IPR044774,145.0,5
IPR041082,40.0,2
IPR022192,46.0,2
IPR029311,123.0,5
IPR014003,332.0,5
IPR034817,83.0,5
IPR046757,209.0,5
IPR013272,29.0,2
IPR018886,24.0,2
IPR005043,435.0,5
IPR019498,170.5,5
IPR009025,72.25,5
IPR037524,163.0,5
IPR039448,131.33333333333334,5
IPR033443,137.5,5
IPR059067,38.0,2
IPR059008,138.0,5
IPR012956,72.5,5
IPR008013,201.0,5
IPR025254,173.5,5
IPR019467,162.0,5
IPR048776,51.0,5
IPR057887,134.0,5
IPR007701,297.0,5
IPR006921,53.0,5
IPR047762,129.5,5
IPR029281,203.0,5
IPR057881,192.0,5
IPR031686,88.0,5
IPR032425,76.0,5
IPR015224,161.0,5
IPR002558,212.4,5
IPR049108,124.5,5
IPR054060,153.25,5
IPR037438,171.5,5
IPR015009,124.0,5
IPR054420,128.0,5
IPR014877,213.0,5
IPR058856,103.0,5
IPR011538,169.0,5
IPR054765,82.0,5
IPR019575,84.0,5
IPR021394,147.0,5
IPR008333,99.0,5
IPR004328,395.3333333333333,5
IPR020997,299.5,5
IPR003652,134.66666666666666,5
IPR035997,113.0,5
IPR031597,73.33333333333333,5
IPR014930,59.25,5
IPR021977,39.0,2
IPR048511,81.33333333333333,5
IPR048509,138.66666666666666,5
IPR005559,125.0,5
IPR003140,213.66666666666666,5
IPR039482,383.3333333333333,5
IPR029353,202.33333333333334,5
IPR024253,205.5,5
IPR048359,169.0,5
IPR046361,348.5,5
IPR001529,52.0,5
IPR049074,119.0,5
IPR013537,738.0,5
IPR021980,145.5,5
IPR008121,11.666666666666666,2
IPR000818,78.0,5
IPR041086,210.75,5
IPR021537,29.0,2
IPR022783,231.33333333333334,5
IPR032106,36.0,2
IPR049398,95.0,5
IPR007859,103.0,5
IPR027996,86.5,5
IPR056227,133.0,5
IPR015285,82.0,5
IPR003172,129.75,5
IPR058662,136.5,5
IPR048886,266.0,5
IPR041481,49.0,2
IPR021773,258.0,5
IPR025876,59.0,5
IPR003228,73.0,5
IPR057588,110.5,5
IPR056534,331.0,5
IPR013980,85.0,5
IPR022409,87.8,5
IPR056502,93.0,5
IPR041694,106.0,5
IPR032136,47.0,2
IPR015039,32.0,2
IPR041425,100.0,5
IPR048843,56.0,5
IPR049396,80.0,5
IPR049395,125.0,5
IPR008519,60.2,5
IPR023577,196.0,5
IPR040880,57.0,5
IPR015211,145.0,5
IPR028400,150.0,5
IPR005122,165.0,5
IPR040790,85.33333333333333,5
IPR019748,104.4,5
IPR045302,363.0,5
IPR059093,98.0,5
IPR032302,409.0,5
IPR021726,75.0,5
IPR021418,300.0,5
IPR059117,151.5,5
IPR025980,152.0,5
IPR024951,222.5,5
IPR031417,240.0,5
IPR031416,179.0,5
IPR014016,178.5,5
IPR056497,192.0,5
IPR022006,35.0,2
IPR005635,56.0,5
IPR025670,91.66666666666667,5
IPR025995,40.0,2
IPR026541,258.0,5
IPR040546,40.75,2
IPR021869,153.0,5
IPR040757,41.0,2
IPR053880,108.5,5
IPR019336,224.0,5
IPR054419,67.0,5
IPR000426,22.0,2
IPR009449,84.5,5
IPR042091,113.0,5
IPR032474,132.0,5
IPR014811,50.833333333333336,5
IPR032472,46.5,2
IPR032473,80.75,5
IPR047857,183.0,5
IPR057992,253.5,5
IPR040675,26.0,2
IPR026679,631.0,5
IPR037671,305.0,5
IPR017852,454.0,5
IPR040647,59.333333333333336,5
IPR015121,164.0,5
IPR044868,113.0,5
IPR032368,113.0,5
IPR057350,60.0,5
IPR021063,67.0,5
IPR032419,93.0,5
IPR034735,30.666666666666668,2
IPR056272,39.0,2
IPR059022,73.0,5
IPR025257,342.6666666666667,5
IPR049011,162.0,5
IPR046408,32.5,2
IPR057307,347.0,5
IPR024763,44.0,2
IPR048767,59.0,5
IPR037836,119.0,5
IPR011417,262.75,5
IPR059114,86.0,5
IPR018974,74.0,5
IPR055179,171.0,5
IPR006094,126.0,5
IPR004113,249.66666666666666,5
IPR056524,137.0,5
IPR014025,13.0,2
IPR055217,109.0,5
IPR004331,176.0,5
IPR004342,374.0,5
IPR015927,87.5,5
IPR029023,169.5,5
IPR002575,225.66666666666666,5
IPR003605,30.0,2
IPR045791,194.0,5
IPR013120,269.5,5
IPR033640,93.0,5
IPR000532,27.5,2
IPR005398,131.75,5
IPR056522,141.0,5
IPR031972,218.66666666666666,5
IPR047476,60.0,5
IPR012603,92.0,5
IPR013528,173.0,5
IPR013746,281.5,5
IPR057825,82.5,5
IPR045840,111.0,5
IPR015007,62.0,5
IPR009917,145.0,5
IPR055343,164.5,5
IPR045587,277.0,5
IPR008669,18.0,2
IPR046815,192.0,5
IPR048452,72.0,5
IPR013843,36.0,2
IPR002942,66.5,5
IPR013845,74.0,5
IPR032277,46.666666666666664,2
IPR029269,40.0,2
IPR057537,143.0,5
IPR022011,59.5,5
IPR008015,151.33333333333334,5
IPR004114,110.66666666666667,5
IPR006019,170.5,5
IPR005326,92.33333333333333,5
IPR032843,88.0,5
IPR019391,78.0,5
IPR006794,240.0,5
IPR040635,147.0,5
IPR015172,144.0,5
IPR015174,274.0,5
IPR009022,75.0,5
IPR028036,45.0,2
IPR054711,392.0,5
IPR055117,94.0,5
IPR019496,51.0,5
IPR033392,46.0,2
IPR021934,124.33333333333333,5
IPR054473,53.0,5
IPR034906,92.0,5
IPR009081,76.6,5
IPR001117,135.0,5
IPR049320,44.0,2
IPR057299,48.5,2
IPR055111,52.0,5
IPR054354,95.0,5
IPR046823,384.0,5
IPR046822,372.0,5
IPR003827,183.0,5
IPR017459,61.0,5
IPR000312,230.0,5
IPR013102,74.0,5
IPR056814,66.0,5
IPR055349,89.0,5
IPR040727,127.0,5
IPR041619,107.0,5
IPR018999,157.0,5
IPR040812,101.0,5
IPR049161,294.0,5
IPR035394,115.0,5
IPR049162,174.0,5
IPR032698,172.0,5
IPR042050,377.0,5
IPR000172,297.0,5
IPR007867,134.0,5
IPR057810,78.0,5
IPR057811,71.0,5
IPR025901,137.0,5
IPR056913,312.0,5
IPR056917,93.0,5
IPR022233,226.0,5
IPR054179,215.0,5
IPR022241,188.5,5
IPR059154,120.0,5
IPR010598,191.0,5
IPR022582,79.5,5
IPR048387,110.0,5
IPR057054,52.0,5
IPR027911,146.0,5
IPR032409,82.0,5
IPR056154,404.0,5
IPR056155,318.0,5
IPR056156,123.0,5
IPR057508,233.0,5
IPR002784,73.0,5
IPR004125,105.0,5
IPR015008,68.0,5
IPR014012,72.0,5
IPR057089,101.0,5
IPR057763,87.0,5
IPR020850,95.0,5
IPR003812,135.0,5
IPR010599,164.33333333333334,5
IPR031722,130.0,5
IPR056398,92.0,5
IPR041972,227.0,5
IPR013748,84.66666666666667,5
IPR029054,108.0,5
IPR005491,84.0,5
IPR020040,76.0,5
IPR007642,185.66666666666666,5
IPR007645,64.33333333333333,5
IPR009674,58.0,5
IPR007120,368.6666666666667,5
IPR007641,91.33333333333333,5
IPR041012,60.0,5
IPR028564,193.5,5
IPR022648,123.0,5
IPR022649,127.0,5
IPR029002,184.0,5
IPR002498,365.77777777777777,5
IPR006644,104.25,5
IPR041631,122.0,5
IPR008465,288.0,5
IPR019102,111.0,5
IPR049351,53.0,5
IPR014887,35.5,2
IPR042735,260.0,5
IPR018808,264.0,5
IPR041322,175.5,5
IPR040560,111.0,5
IPR040535,110.0,5
IPR006620,198.0,5
IPR025749,72.66666666666667,5
IPR025261,58.0,5
IPR033473,56.5,5
IPR017456,270.0,5
IPR001268,120.0,5
IPR023573,123.0,5
IPR048959,119.0,5
IPR048525,176.0,5
IPR019568,79.0,5
IPR049587,61.0,5
IPR021619,62.0,5
IPR030220,44.0,2
IPR032632,280.5,5
IPR009828,255.25,5
IPR056551,363.0,5
IPR056550,48.0,2
IPR012580,27.0,2
IPR021665,287.0,5
IPR048616,188.0,5
IPR048339,56.0,5
IPR015359,78.85714285714286,5
IPR035590,210.0,5
IPR006608,57.625,5
IPR035372,95.0,5
IPR007956,263.0,5
IPR056164,352.0,5
IPR056165,305.0,5
IPR056167,202.0,5
IPR056166,163.0,5
IPR056169,170.0,5
IPR007177,126.0,5
IPR014935,79.66666666666667,5
IPR014920,47.666666666666664,2
IPR010011,56.5,5
IPR032374,59.0,5
IPR031814,206.0,5
IPR055486,79.0,5
IPR056405,168.0,5
IPR039686,115.0,5
IPR031879,115.0,5
IPR019156,90.0,5
IPR054734,98.0,5
IPR035888,93.0,5
IPR046352,316.0,5
IPR007085,71.5,5
IPR018941,94.0,5
IPR048236,172.0,5
IPR057747,133.33333333333334,5
IPR000891,272.0,5
IPR057302,72.0,5
IPR008847,365.0,5
IPR053912,139.0,5
IPR053911,178.0,5
IPR057315,231.0,5
IPR018902,38.5,2
IPR025607,53.0,5
IPR013799,120.71428571428571,5
IPR013800,153.42857142857142,5
IPR013801,134.85714285714286,5
IPR048988,78.71428571428571,5
IPR042934,579.0,5
IPR013506,160.0,5
IPR031660,138.0,5
IPR002205,479.5,5
IPR012542,94.5,5
IPR049125,82.0,5
IPR049138,63.0,5
IPR049126,153.0,5
IPR014883,115.0,5
IPR007943,47.0,2
IPR048686,94.0,5
IPR048695,214.0,5
IPR031889,43.0,2
IPR041503,90.0,5
IPR018864,449.0,5
IPR048883,410.0,5
IPR032052,69.0,5
IPR003734,177.0,5
IPR056225,128.0,5
IPR034934,259.0,5
IPR021131,113.0,5
IPR025954,127.0,5
IPR045353,62.0,5
IPR041870,90.0,5
IPR041862,110.0,5
IPR016073,63.5,5
IPR016072,47.0,2
IPR049773,63.0,5
IPR041529,106.0,5
IPR041525,277.0,5
IPR029436,84.0,5
IPR032792,478.0,5
IPR032788,277.0,5
IPR032790,454.0,5
IPR031478,149.0,5
IPR012584,331.0,5
IPR048897,320.0,5
IPR009688,86.5,5
IPR041200,65.0,5
IPR011516,44.0,2
IPR011515,21.0,2
IPR056864,31.0,2
IPR020070,44.0,2
IPR054302,85.0,5
IPR041210,94.0,5
IPR037827,101.0,5
IPR031577,121.5,5
IPR015260,98.0,5
IPR015375,121.5,5
IPR015376,29.0,2
IPR057279,272.5,5
IPR056576,133.66666666666666,5
IPR045546,642.0,5
IPR021625,131.5,5
IPR045588,349.0,5
IPR057890,128.5,5
IPR038729,202.0,5
IPR013134,99.0,5
IPR005139,178.0,5
IPR024739,25.0,2
IPR012579,62.0,5
IPR021991,169.0,5
IPR003105,172.5,5
IPR059157,265.0,5
IPR059156,334.0,5
IPR007319,202.0,5
IPR022157,278.0,5
IPR032031,125.0,5
IPR043936,121.0,5
IPR055373,234.0,5
IPR055375,98.0,5
IPR055374,126.0,5
IPR056790,98.0,5
IPR041269,106.5,5
IPR040986,102.0,5
IPR017905,106.33333333333333,5
IPR005637,63.5,5
IPR011644,121.33333333333333,5
IPR049482,45.0,2
IPR001912,104.0,5
IPR013659,84.0,5
IPR039481,781.0,5
IPR031940,102.0,5
IPR048257,112.0,5
IPR040662,67.0,5
IPR055184,89.0,5
IPR048761,129.0,5
IPR010912,174.33333333333334,5
IPR001962,295.0,5
IPR057358,71.0,5
IPR013847,17.0,2
IPR024567,222.0,5
IPR004942,88.66666666666667,5
IPR056217,98.0,5
IPR056218,106.0,5
IPR056219,97.0,5
IPR004015,160.0,5
IPR057635,58.0,5
IPR057726,135.0,5
IPR031731,44.0,2
IPR011658,149.0,5
IPR048943,59.0,5
IPR006933,320.6666666666667,5
IPR040759,99.5,5
IPR019607,19.0,2
IPR013876,80.0,5
IPR003153,126.66666666666667,5
IPR014741,83.0,5
IPR014742,96.0,5
IPR057220,65.0,5
IPR007741,73.0,5
IPR005189,130.5,5
IPR032341,148.0,5
IPR036003,102.0,5
IPR008030,284.0,5
IPR055127,95.0,5
IPR001573,26.75,2
IPR027951,190.0,5
IPR023379,112.5,5
IPR004365,82.28571428571429,5
IPR004364,351.4,5
IPR048611,67.5,5
IPR022723,41.0,2
IPR057573,122.0,5
IPR057570,102.0,5
IPR021569,62.0,5
IPR059238,81.0,5
IPR013625,127.0,5
IPR016017,86.75,5
IPR024599,136.66666666666666,5
IPR002720,195.0,5
IPR002719,152.66666666666666,5
IPR015030,131.0,5
IPR045796,105.0,5
IPR032403,205.0,5
IPR041421,46.0,2
IPR006139,313.25,5
IPR005172,113.0,5
IPR032453,101.14285714285714,5
IPR012913,74.0,5
IPR004859,239.5,5
IPR041412,392.5,5
IPR004595,43.0,2
IPR044462,77.0,5
IPR032733,252.0,5
IPR048581,464.0,5
IPR048562,54.666666666666664,5
IPR048560,59.666666666666664,5
IPR056431,99.66666666666667,5
IPR056430,93.0,5
IPR057815,93.0,5
IPR012935,126.0,5
IPR013909,222.0,5
IPR013957,55.0,5
IPR044063,67.0,5
IPR027904,67.5,5
IPR048307,399.5,5
IPR054479,68.0,5
IPR059828,30.0,2
IPR031995,99.0,5
IPR010795,364.5,5
IPR029240,261.0,5
IPR024687,427.0,5
IPR054532,29.0,2
IPR057090,80.5,5
IPR025723,301.0,5
IPR001915,215.0,5
IPR024367,291.0,5
IPR024366,168.0,5
IPR002501,136.0,5
IPR012897,73.0,5
IPR010505,134.0,5
IPR002820,135.0,5
IPR025244,89.0,5
IPR025451,126.33333333333333,5
IPR058808,103.5,5
IPR002044,112.0,5
IPR057506,168.0,5
IPR019339,36.0,2
IPR057476,102.0,5
IPR012955,216.0,5
IPR024689,36.0,2
IPR014810,93.0,5
IPR057028,106.0,5
IPR054713,257.0,5
IPR024578,48.0,2
IPR012642,45.5,2
IPR015395,152.33333333333334,5
IPR044276,360.5,5
IPR029148,163.0,5
IPR013953,160.0,5
IPR056595,126.0,5
IPR013719,90.0,5
IPR048969,77.0,5
IPR007846,83.0,5
IPR007758,107.5,5
IPR019571,68.0,5
IPR041003,48.0,2
IPR032830,125.0,5
IPR028034,85.0,5
IPR040673,74.0,5
IPR040951,91.0,5
IPR033742,137.0,5
IPR040626,93.66666666666667,5
IPR007471,70.0,5
IPR007472,139.0,5
IPR028144,33.0,2
IPR056498,196.0,5
IPR058844,279.0,5
IPR058843,204.0,5
IPR057478,209.0,5
IPR056414,65.0,5
IPR003884,70.0,5
IPR054069,69.0,5
IPR040648,124.0,5
IPR044034,38.0,2
IPR012887,422.5,5
IPR057288,114.66666666666667,5
IPR024584,415.0,5
IPR018515,347.0,5
IPR056149,79.0,5
IPR013243,70.0,5
IPR048347,119.0,5
IPR018292,271.6,5
IPR056850,322.2,5
IPR021905,271.6666666666667,5
IPR013699,56.0,5
IPR014905,94.0,5
IPR032435,60.0,5
IPR049270,305.0,5
IPR010432,159.0,5
IPR007635,121.0,5
IPR032422,98.0,5
IPR039549,110.0,5
IPR013238,118.0,5
IPR056453,67.0,5
IPR029004,114.0,5
IPR021933,109.0,5
IPR007042,205.0,5
IPR008426,199.0,5
IPR056579,277.0,5
IPR056580,117.0,5
IPR056761,121.0,5
IPR021720,160.0,5
IPR033659,161.0,5
IPR033644,137.0,5
IPR007207,228.0,5
IPR013961,335.0,5
IPR013124,78.0,5
IPR015118,113.0,5
IPR023115,101.0,5
IPR029459,91.0,5
IPR041182,104.0,5
IPR011234,225.0,5
IPR054414,83.0,5
IPR021774,133.75,5
IPR032803,178.66666666666666,5
IPR001453,154.33333333333334,5
IPR056596,76.0,5
IPR002500,154.0,5
IPR013979,195.0,5
IPR001347,156.66666666666666,5
IPR002733,194.0,5
IPR006640,163.5,5
IPR013857,173.0,5
IPR014789,77.0,5
IPR056755,75.0,5
IPR003327,30.0,2
IPR040663,127.0,5
IPR007185,208.0,5
IPR011704,156.0,5
IPR044867,117.0,5
IPR025220,99.0,5
IPR057748,139.0,5
IPR056986,111.0,5
IPR047061,78.0,5
IPR019831,81.0,5
IPR019832,103.0,5
IPR045816,106.0,5
IPR015135,31.0,2
IPR015136,25.0,2
IPR015137,26.0,2
IPR006884,158.5,5
IPR022154,160.5,5
IPR057261,125.0,5
IPR057337,23.0,2
IPR029325,158.0,5
IPR029326,128.5,5
IPR057980,488.0,5
IPR057577,78.0,5
IPR057974,97.0,5
IPR012929,127.0,5
IPR029267,55.5,5
IPR029495,72.0,5
IPR029419,67.0,5
IPR007718,72.0,5
IPR011646,439.0,5
IPR031981,190.0,5
IPR056396,204.0,5
IPR006050,154.0,5
IPR005101,198.0,5
IPR037453,257.0,5
IPR014840,50.5,5
IPR026947,217.0,5
IPR048288,54.5,5
IPR044541,32.0,2
IPR057492,157.33333333333334,5
IPR031588,196.0,5
IPR011262,123.0,5
IPR029174,172.0,5
IPR040969,47.0,2
IPR037957,232.0,5
IPR010513,130.0,5
IPR058570,83.0,5
IPR045463,48.0,2
IPR010515,170.0,5
IPR015015,123.5,5
IPR006678,44.0,2
IPR006677,89.5,5
IPR056841,57.0,5
IPR048924,66.0,5
IPR021802,134.25,5
IPR024956,129.0,5
IPR025845,116.0,5
IPR021752,32.0,2
IPR048540,49.0,2
IPR048538,190.0,5
IPR032353,54.0,5
IPR057563,63.5,5
IPR025812,177.0,5
IPR025209,80.0,5
IPR015384,35.5,2
IPR024581,52.666666666666664,5
IPR010285,198.0,5
IPR049163,46.0,2
IPR039525,30.0,2
IPR042026,140.5,5
IPR024779,599.6666666666666,5
IPR057755,102.33333333333333,5
IPR007886,134.5,5
IPR007698,217.0,5
IPR024605,85.0,5
IPR034300,457.0,5
IPR019535,210.0,5
IPR031769,64.0,5
IPR032392,101.0,5
IPR032355,73.0,5
IPR045734,247.0,5
IPR023485,149.0,5
IPR031442,669.0,5
IPR047270,120.0,5
IPR020546,81.0,5
IPR048937,41.0,2
IPR015010,59.0,5
IPR021661,75.0,5
IPR047890,83.0,5
IPR047889,101.0,5
IPR032770,132.5,5
IPR047441,53.0,5
IPR041306,47.666666666666664,2
IPR045740,121.0,5
IPR029491,94.0,5
IPR006590,121.5,5
IPR032292,306.0,5
IPR010491,156.0,5
IPR055176,86.0,5
IPR056767,29.0,2
IPR019447,126.0,5
IPR041330,52.0,5
IPR041995,56.0,5
IPR049341,56.0,5
IPR029437,476.0,5
IPR029438,503.0,5
IPR029306,216.0,5
IPR029264,101.5,5
IPR012314,199.5,5
IPR022238,75.0,5
IPR021150,135.0,5
IPR017941,104.5,5
IPR053858,288.0,5
IPR032563,78.0,5
IPR008468,158.0,5
IPR032456,184.0,5
IPR031470,265.5,5
IPR057656,34.5,2
IPR019194,96.5,5
IPR005097,126.5,5
IPR032095,314.0,5
IPR013558,221.0,5
IPR019401,36.0,2
IPR057749,69.0,5
IPR030237,78.0,5
IPR031687,61.0,5
IPR031801,260.0,5
IPR019385,83.0,5
IPR057428,73.0,5
IPR013819,563.1666666666666,5
IPR048821,110.0,5
IPR019087,69.0,5
IPR048385,119.0,5
IPR048386,108.0,5
IPR022707,465.0,5
IPR035247,253.0,5
IPR035075,167.0,5
IPR035248,168.0,5
IPR045744,136.0,5
IPR048733,717.0,5
IPR056226,64.0,5
IPR028052,285.0,5
IPR028931,255.0,5
IPR025974,84.0,5
IPR055272,224.0,5
IPR010468,307.0,5
IPR040909,154.0,5
IPR001928,24.5,2
IPR028783,64.0,5
IPR009723,85.0,5
IPR012590,91.0,5
IPR055079,169.0,5
IPR032447,112.5,5
IPR044059,87.0,5
IPR026533,113.0,5
IPR006148,216.0,5
IPR056843,281.0,5
IPR019442,300.0,5
IPR056842,163.0,5
IPR019680,366.0,5
IPR024666,29.0,2
IPR031643,656.0,5
IPR028319,84.0,5
IPR022417,211.0,5
IPR022418,72.0,5
IPR048408,37.0,2
IPR013177,33.0,2
IPR056784,61.0,5
IPR007281,167.0,5
IPR015872,48.0,2
IPR015871,45.0,2
IPR022023,91.0,5
IPR006880,79.0,5
IPR041348,34.0,2
IPR019331,101.0,5
IPR055102,105.0,5
IPR054517,133.0,5
IPR056199,195.0,5
IPR041992,542.0,5
IPR057041,196.0,5
IPR057042,500.0,5
IPR004193,85.0,5
IPR006048,85.5,5
IPR040847,64.25,5
IPR025709,59.0,5
IPR040554,44.0,2
IPR049087,136.0,5
IPR049090,209.0,5
IPR049089,80.0,5
IPR001339,213.0,5
IPR013846,93.0,5
IPR007794,133.33333333333334,5
IPR031970,80.0,5
IPR007671,224.0,5
IPR007672,130.0,5
IPR029320,117.0,5
IPR057606,58.0,5
IPR013855,126.0,5
IPR013874,159.5,5
IPR013873,92.0,5
IPR034734,31.75,2
IPR009428,75.5,5
IPR027928,49.0,2
IPR005474,219.0,5
IPR046754,217.5,5
IPR046753,230.5,5
IPR049393,131.0,5
IPR049394,125.0,5
IPR008215,10.0,2
IPR002888,73.5,5
IPR002346,177.0,5
IPR005107,104.0,5
IPR000674,106.5,5
IPR008274,239.5,5
IPR003103,77.625,5
IPR049590,43.0,2
IPR020784,57.0,5
IPR020783,70.0,5
IPR057496,167.0,5
IPR056890,54.0,5
IPR056328,77.0,5
IPR059237,60.0,5
IPR016047,88.0,5
IPR059049,66.0,5
IPR049431,104.0,5
IPR019035,60.0,5
IPR021990,459.0,5
IPR021989,210.0,5
IPR047316,180.0,5
IPR021419,213.0,5
IPR021397,149.0,5
IPR013883,63.0,5
IPR001943,35.0,2
IPR027884,175.0,5
IPR010449,81.5,5
IPR035624,53.0,5
IPR048786,119.0,5
IPR048788,347.0,5
IPR053903,177.0,5
IPR053904,104.0,5
IPR048789,257.0,5
IPR058745,75.0,5
IPR029123,88.0,5
IPR025592,168.0,5
IPR057764,83.66666666666667,5
IPR012942,158.0,5
IPR022170,153.0,5
IPR049127,75.0,5
IPR024240,86.0,5
IPR024733,335.0,5
IPR024732,259.0,5
IPR008913,72.0,5
IPR017921,62.0,5
IPR039512,57.0,5
IPR008376,15.181818181818182,2
IPR032190,247.0,5
IPR053956,220.0,5
IPR007214,129.0,5
IPR032282,84.5,5
IPR057092,83.0,5
IPR054000,142.0,5
IPR001093,329.0,5
IPR034652,188.0,5
IPR039429,399.0,5
IPR032402,273.8,5
IPR012849,73.0,5
IPR044145,94.0,5
IPR007193,124.0,5
IPR041865,111.0,5
IPR053882,55.0,5
IPR056267,67.0,5
IPR021978,220.0,5
IPR057617,75.0,5
IPR020807,170.0,5
IPR013968,178.0,5
IPR001031,241.0,5
IPR004680,433.0,5
IPR040679,133.0,5
IPR040950,47.0,2
IPR002925,213.0,5
IPR010536,74.0,5
IPR009496,237.33333333333334,5
IPR041689,38.0,2
IPR040682,26.0,2
IPR009073,72.0,5
IPR014760,192.36363636363637,5
IPR015247,64.0,5
IPR019349,88.0,5
IPR039475,169.66666666666666,5
IPR048978,69.0,5
IPR048979,364.0,5
IPR048980,69.0,5
IPR048981,92.0,5
IPR007180,125.0,5
IPR006568,55.0,5
IPR014939,184.0,5
IPR032054,122.0,5
IPR049048,63.666666666666664,5
IPR003902,155.0,5
IPR003829,96.0,5
IPR008778,106.0,5
IPR031595,236.0,5
IPR043957,147.33333333333334,5
IPR000177,87.375,5
IPR019333,407.0,5
IPR056518,391.0,5
IPR035543,214.0,5
IPR045579,213.0,5
IPR019561,34.0,2
IPR005568,59.0,5
IPR041997,152.0,5
IPR017923,77.5,5
IPR012541,60.0,5
IPR029298,218.0,5
IPR025164,129.0,5
IPR028098,163.0,5
IPR003265,166.0,5
IPR048319,172.0,5
IPR048361,311.0,5
IPR049467,37.0,2
IPR057576,134.5,5
IPR024602,73.0,5
IPR024603,321.0,5
IPR006572,48.666666666666664,2
IPR042049,376.0,5
IPR015098,114.0,5
IPR032817,774.0,5
IPR019131,162.0,5
IPR025934,54.0,5
IPR057413,138.0,5
IPR007080,341.6666666666667,5
IPR000722,170.0,5
IPR007066,175.33333333333334,5
IPR007083,105.66666666666667,5
IPR007081,591.5,5
IPR028146,153.0,5
IPR036607,137.0,5
IPR049255,97.0,5
IPR046794,319.0,5
IPR048971,85.0,5
IPR041221,159.0,5
IPR048968,138.0,5
IPR026000,65.5,5
IPR059024,187.0,5
IPR049363,48.0,2
IPR032199,135.0,5
IPR013721,108.5,5
IPR005636,211.5,5
IPR022726,31.0,2
IPR022113,82.5,5
IPR056311,89.0,5
IPR045695,102.5,5
IPR055435,99.0,5
IPR055436,133.5,5
IPR055437,64.0,5
IPR014978,36.0,2
IPR029295,68.0,5
IPR006633,140.28571428571428,5
IPR056985,65.0,5
IPR055377,72.0,5
IPR055378,70.0,5
IPR035234,288.0,5
IPR041661,57.0,5
IPR003115,95.0,5
IPR041448,37.0,2
IPR031786,25.0,2
IPR031784,26.0,2
IPR057896,102.0,5
IPR047411,68.0,5
IPR022096,223.0,5
IPR033120,125.0,5
IPR041400,77.0,5
IPR057884,101.0,5
IPR049507,135.0,5
IPR053944,66.0,5
IPR031589,163.0,5
IPR011421,81.0,5
IPR010895,118.25,5
IPR057304,143.0,5
IPR018612,118.0,5
IPR046850,177.0,5
IPR049733,133.0,5
IPR000381,106.0,5
IPR010541,110.66666666666667,5
IPR000260,108.0,5
IPR020562,100.0,5
IPR020560,93.0,5
IPR016188,105.0,5
IPR010918,159.2,5
IPR032396,137.0,5
IPR041513,25.0,2
IPR048501,120.0,5
IPR013255,68.0,5
IPR024340,97.5,5
IPR048517,36.0,2
IPR015158,69.0,5
IPR010357,113.0,5
IPR008905,674.5,5
IPR032485,212.0,5
IPR056840,249.0,5
IPR040940,218.0,5
IPR047302,83.0,5
IPR055255,191.0,5
IPR001975,51.0,5
IPR022581,97.0,5
IPR005100,86.0,5
IPR041973,123.0,5
IPR057936,46.0,2
IPR041980,54.0,5
IPR056629,63.666666666666664,5
IPR056630,118.66666666666667,5
IPR041588,55.0,5
IPR000305,100.5,5
IPR007461,122.0,5
IPR032377,52.0,5
IPR032367,29.0,2
IPR032452,128.0,5
IPR013147,148.0,5
IPR055106,82.0,5
IPR029260,140.0,5
IPR025162,77.0,5
IPR056729,122.5,5
IPR024767,82.0,5
IPR015256,94.0,5
IPR048680,94.0,5
IPR013167,310.0,5
IPR048684,223.0,5
IPR022056,236.0,5
IPR047299,93.0,5
IPR056803,546.0,5
IPR012993,106.0,5
IPR056802,227.0,5
IPR003151,381.2,5
IPR057564,94.5,5
IPR040911,277.5,5
IPR015338,246.0,5
IPR018307,319.5,5
IPR056533,88.5,5
IPR056532,158.5,5
IPR029300,527.6666666666666,5
IPR048735,119.0,5
IPR031920,344.0,5
IPR057273,64.5,5
IPR007646,61.5,5
IPR007647,39.5,2
IPR024771,71.0,5
IPR057856,40.5,2
IPR054723,132.0,5
IPR003331,338.0,5
IPR028031,109.0,5
IPR027989,302.0,5
IPR028089,466.0,5
IPR027914,203.0,5
IPR018785,95.0,5
IPR028182,248.0,5
IPR000976,320.0,5
IPR055110,49.0,2
IPR056978,53.5,5
IPR056979,138.0,5
IPR056976,48.0,2
IPR056977,39.0,2
IPR055134,36.0,2
IPR018586,52.0,5
IPR041432,62.5,5
IPR056604,178.0,5
IPR059071,113.0,5
IPR057739,337.5,5
IPR031919,86.5,5
IPR020838,131.0,5
IPR048747,106.0,5
IPR019159,450.0,5
IPR012312,130.0,5
IPR037600,66.0,5
IPR019473,53.0,5
IPR041907,43.0,2
IPR032151,250.0,5
IPR056299,118.0,5
IPR056523,139.0,5
IPR015063,104.33333333333333,5
IPR048498,32.0,2
IPR048724,147.0,5
IPR048726,58.0,5
IPR011020,259.0,5
IPR053935,145.0,5
IPR035373,84.5,5
IPR013740,143.0,5
IPR029019,122.0,5
IPR029405,219.5,5
IPR025994,163.0,5
IPR012319,137.33333333333334,5
IPR015886,83.66666666666667,5
IPR000214,35.0,2
IPR031862,100.0,5
IPR045557,108.0,5
IPR048965,61.0,5
IPR040814,81.0,5
IPR040724,58.0,5
IPR040725,56.0,5
IPR040586,31.0,2
IPR006133,222.0,5
IPR055191,177.0,5
IPR013697,400.0,5
IPR054475,55.0,5
IPR024646,203.66666666666666,5
IPR057471,68.0,5
IPR041575,65.0,5
IPR018545,108.0,5
IPR056447,54.0,5
