,0
Q9HBG6,AF-Q9HBG6-F1-model_v4_TED01:2.130.10.10:3:352;AF-Q9HBG6-F1-model_v4_TED02:2.40.128.630:522:616;AF-Q9HBG6-F1-model_v4_TED03:-:693:740;AF-Q9HBG6-F1-model_v4_TED04:-:746:841;AF-Q9HBG6-F1-model_v4_TED05:1.25.40:885:1056;AF-Q9HBG6-F1-model_v4_TED06:-:1057:1241
Q9HBH1,AF-Q9HBH1-F1-model_v4_TED01:3.90.45.10:63:241
Q9HBH5,AF-Q9HBH5-F1-model_v4_TED01:3.40.50.720:36:336
Q9HBH7,AF-Q9HBH7-F1-model_v4_TED01:1.20.5:81:106
Q9HBI5,AF-Q9HBI5-F1-model_v4_TED02:-:77:128;AF-Q9HBI5-F1-model_v4_TED01:1.20.5:1:74
Q9HBI6,AF-Q9HBI6-F1-model_v4_TED01:1.10.630.10:52:524
Q9HBJ8,"AF-Q9HBJ8-F1-model_v4_TED01:3.30.70,3.30.70:14:127;AF-Q9HBJ8-F1-model_v4_TED02:1.20.5:137:168"
Q9HBL7,
Q9HBL8,AF-Q9HBL8-F1-model_v4_TED01:3.40.50.720:1:151;AF-Q9HBL8-F1-model_v4_TED02:3.90.25.10:154:299
Q9HBM0,AF-Q9HBM0-F1-model_v4_TED02:-:83:380;AF-Q9HBM0-F1-model_v4_TED03:1.10.287:420:506
Q9HBM1,AF-Q9HBM1-F1-model_v4_TED02:3.30.457.50:143:222;AF-Q9HBM1-F1-model_v4_TED01:1.20.5:101:137
Q9HBM6,
Q9HBU6,AF-Q9HBU6-F1-model_v4_TED01:3.30.200.20:116:210;AF-Q9HBU6-F1-model_v4_TED02:3.90.1200.10:215:448
Q9HBU9,AF-Q9HBU9-F1-model_v4_TED02:2.60.120.10:107:257;AF-Q9HBU9-F1-model_v4_TED01:1.20.58:26:103
Q9HBV1,AF-Q9HBV1-F1-model_v4_TED02:2.60.120.10:107:252;AF-Q9HBV1-F1-model_v4_TED01:1.20.58:26:103
Q9HBV2,"AF-Q9HBV2-F1-model_v4_TED01:-:78:119;AF-Q9HBV2-F1-model_v4_TED02:2.60.40,2.60.40:121:212;AF-Q9HBV2-F1-model_v4_TED03:1.20.5:216:250"
Q9HBX3,
Q9HC07,AF-Q9HC07-F1-model_v4_TED01:-:87:324
Q9HC21,AF-Q9HC21-F1-model_v4_TED01:1.50.40.10:16:314
Q9HC23,AF-Q9HC23-F1-model_v4_TED01:2.10.80.10:26:126
Q9HC24,AF-Q9HC24-F1-model_v4_TED01:-:14:238
Q9HC44,
Q9HC47,
Q9HC77,
Q9HCD5,AF-Q9HCD5-F1-model_v4_TED01:3.40.50.800:188:323;AF-Q9HCD5-F1-model_v4_TED02:-:338:373
Q9HCE0,AF-Q9HCE0-F1-model_v4_TED01:-:252:712;AF-Q9HCE0-F1-model_v4_TED04:-:1246:1446;AF-Q9HCE0-F1-model_v4_TED06:-:2103:2196;AF-Q9HCE0-F1-model_v4_TED08:-:2387:2579;AF-Q9HCE0-F1-model_v4_TED02:1.10.287:290:434;AF-Q9HCE0-F1-model_v4_TED03:1.20.870:717:866;AF-Q9HCE0-F1-model_v4_TED05:1.20.58:1525:1707;AF-Q9HCE0-F1-model_v4_TED07:1.25.40:2235:2382
Q9HCE5,AF-Q9HCE5-F1-model_v4_TED01:3.40.50.150:146:393
Q9HCG7,AF-Q9HCG7-F1-model_v4_TED01:2.70.98.40:146:462;AF-Q9HCG7-F1-model_v4_TED02:1.50.10.10:498:898
Q9HCH0,AF-Q9HCH0-F1-model_v4_TED01:1.20.5:47:102
Q9HCI6,AF-Q9HCI6-F1-model_v4_TED01:-:140:229;AF-Q9HCI6-F1-model_v4_TED02:-:251:787;AF-Q9HCI6-F1-model_v4_TED03:-:423:620;AF-Q9HCI6-F1-model_v4_TED04:-:628:700
Q9HCJ1,AF-Q9HCJ1-F1-model_v4_TED02:-:289:464;AF-Q9HCJ1-F1-model_v4_TED01:-:11:251
Q9HCK1,AF-Q9HCK1-F1-model_v4_TED02:-:1814:1847;AF-Q9HCK1-F1-model_v4_TED01:3.30.160:2:40
Q9HCM1,
Q9HCM3,"AF-Q9HCM3-F1-model_v4_TED01:3.30.70,3.30.70:944:1038;AF-Q9HCM3-F1-model_v4_TED02:3.30.70,3.30.70:1041:1159;AF-Q9HCM3-F1-model_v4_TED03:3.30.70.3310:1160:1306"
Q9HCM7,
Q9HCN2,
Q9HCP6,AF-Q9HCP6-F1-model_v4_TED01:-:8:499;AF-Q9HCP6-F1-model_v4_TED02:-:71:232
Q9HCQ7,
Q9HCS2,AF-Q9HCS2-F1-model_v4_TED01:1.10.630.10:50:519
Q9HCT0,AF-Q9HCT0-F1-model_v4_TED01:2.80.10.50:36:167
Q9HCU5,AF-Q9HCU5-F1-model_v4_TED01:2.130.10.10:9:387;AF-Q9HCU5-F1-model_v4_TED02:1.20.5:391:417
Q9HCU8,AF-Q9HCU8-F1-model_v4_TED01:-:63:107
Q9HCU9,
Q9HD15,AF-Q9HD15-F1-model_v4_TED01:1.20.940.10:112:222
Q9HD23,AF-Q9HD23-F1-model_v4_TED01:2.40.128.330:84:157
Q9HD33,AF-Q9HD33-F1-model_v4_TED02:-:167:249;AF-Q9HD33-F1-model_v4_TED01:1.20.58:66:159
Q9HD34,AF-Q9HD34-F1-model_v4_TED01:-:10:79
Q9HD40,AF-Q9HD40-F1-model_v4_TED01:1.10.10.2160:4:89;AF-Q9HD40-F1-model_v4_TED02:3.40.640.10:110:331;AF-Q9HD40-F1-model_v4_TED03:3.90.1150.10:335:468
Q9HD42,
Q9HD45,AF-Q9HD45-F1-model_v4_TED01:-:29:206;AF-Q9HD45-F1-model_v4_TED02:-:223:584
Q9HD47,AF-Q9HD47-F1-model_v4_TED01:3.40.1000.10:39:146
Q9HD64,
Q9HD87,
Q9HD89,AF-Q9HD89-F1-model_v4_TED01:2.60.40.4230:49:108
Q9HDC5,AF-Q9HDC5-F1-model_v4_TED01:3.90.930:1:426
Q9HDC9,AF-Q9HDC9-F1-model_v4_TED01:2.120.10.30:81:413
Q9HDD0,AF-Q9HDD0-F1-model_v4_TED01:3.90.1720.10:18:153
Q9N2J8,AF-Q9N2J8-F1-model_v4_TED02:-:83:360
Q9N2K0,AF-Q9N2K0-F1-model_v4_TED02:-:79:365
Q9NNW5,AF-Q9NNW5-F1-model_v4_TED03:2.130.10.10:979:1121;AF-Q9NNW5-F1-model_v4_TED01:2.40.128:17:115;AF-Q9NNW5-F1-model_v4_TED02:2.40.10:621:690
Q9NNX1,
Q9NNX9,
Q9NNZ6,
Q9NP50,AF-Q9NP50-F1-model_v4_TED01:-:9:76;AF-Q9NP50-F1-model_v4_TED02:-:160:196
Q9NP59,AF-Q9NP59-F1-model_v4_TED01:1.20.1250:22:236;AF-Q9NP59-F1-model_v4_TED02:1.20.1250.20:294:548
Q9NP62,AF-Q9NP62-F1-model_v4_TED01:2.20.25.670:38:173
Q9NP70,
Q9NP74,AF-Q9NP74-F1-model_v4_TED03:-:173:424;AF-Q9NP74-F1-model_v4_TED01:1.10.287:1:114
Q9NP77,AF-Q9NP77-F1-model_v4_TED01:3.40.50.2300:6:192;AF-Q9NP77-F1-model_v4_TED02:-:41:90
Q9NP79,AF-Q9NP79-F1-model_v4_TED01:1.25.40.270:11:80;AF-Q9NP79-F1-model_v4_TED02:1.25.40.270:82:157;AF-Q9NP79-F1-model_v4_TED03:1.20.5:260:303
Q9NP84,AF-Q9NP84-F1-model_v4_TED01:4.10.400.20:36:70;AF-Q9NP84-F1-model_v4_TED02:1.20.5:71:107
Q9NP91,AF-Q9NP91-F1-model_v4_TED01:-:12:581
Q9NP92,AF-Q9NP92-F1-model_v4_TED01:-:76:427
Q9NP94,AF-Q9NP94-F1-model_v4_TED01:-:2:308
Q9NP95,AF-Q9NP95-F1-model_v4_TED01:2.80.10.50:68:208
Q9NP97,AF-Q9NP97-F1-model_v4_TED01:3.30.450.30:16:96
Q9NP98,AF-Q9NP98-F1-model_v4_TED01:-:44:80
Q9NPA0,AF-Q9NPA0-F1-model_v4_TED01:2.60.40:44:143;AF-Q9NPA0-F1-model_v4_TED02:4.10.220:152:201
Q9NPA1,AF-Q9NPA1-F1-model_v4_TED02:-:92:203;AF-Q9NPA1-F1-model_v4_TED01:1.10.287:55:275
Q9NPA3,
Q9NPA8,AF-Q9NPA8-F1-model_v4_TED01:1.10.246.140:1:101
Q9NPB0,
Q9NPB1,AF-Q9NPB1-F1-model_v4_TED01:3.40.50.1000:37:225
Q9NPC4,AF-Q9NPC4-F1-model_v4_TED01:3.90.550.20:78:283
Q9NPC6,
Q9NPD7,AF-Q9NPD7-F1-model_v4_TED01:-:31:115
Q9NPE2,AF-Q9NPE2-F1-model_v4_TED01:1.10.10:83:149
Q9NPE3,AF-Q9NPE3-F1-model_v4_TED01:4.10.80.300:1:31
Q9NPF0,AF-Q9NPF0-F1-model_v4_TED01:4.10.400.10:55:91
Q9NPF2,AF-Q9NPF2-F1-model_v4_TED01:-:58:307;AF-Q9NPF2-F1-model_v4_TED02:-:189:336
Q9NPF4,AF-Q9NPF4-F1-model_v4_TED01:3.30.420.40:2:327;AF-Q9NPF4-F1-model_v4_TED02:3.30.420.40:125:285
Q9NPF5,AF-Q9NPF5-F1-model_v4_TED01:-:94:128;AF-Q9NPF5-F1-model_v4_TED02:1.10.10.60:139:234;AF-Q9NPF5-F1-model_v4_TED03:-:322:396
Q9NPF7,AF-Q9NPF7-F1-model_v4_TED01:1.20.1250.10:29:186
Q9NPG2,AF-Q9NPG2-F1-model_v4_TED01:1.10.490.10:4:145
Q9NPG3,AF-Q9NPG3-F1-model_v4_TED01:-:98:153;AF-Q9NPG3-F1-model_v4_TED02:-:358:421;AF-Q9NPG3-F1-model_v4_TED03:-:441:585
Q9NPH0,AF-Q9NPH0-F1-model_v4_TED01:3.40.50.1240:50:413;AF-Q9NPH0-F1-model_v4_TED02:-:216:289
Q9NPH2,AF-Q9NPH2-F1-model_v4_TED01:3.40.50.720:59:303;AF-Q9NPH2-F1-model_v4_TED02:3.30.360.10:307:416
Q9NPH9,AF-Q9NPH9-F1-model_v4_TED01:1.20.1250.10:34:168
Q9NPI0,AF-Q9NPI0-F1-model_v4_TED01:1.20.120:5:162
Q9NPI5,AF-Q9NPI5-F1-model_v4_TED01:3.40.50.300:3:198
Q9NPI6,AF-Q9NPI6-F1-model_v4_TED01:2.30.29.30:2:139
Q9NPI7,
Q9NPI8,AF-Q9NPI8-F1-model_v4_TED01:-:1:149;AF-Q9NPI8-F1-model_v4_TED02:1.25.40.490:157:245;AF-Q9NPI8-F1-model_v4_TED03:1.25.40.490:256:363
Q9NPJ1,AF-Q9NPJ1-F1-model_v4_TED01:1.10.560.10:12:568;AF-Q9NPJ1-F1-model_v4_TED02:-:144:404;AF-Q9NPJ1-F1-model_v4_TED03:3.50.7.10:219:368
Q9NPJ3,AF-Q9NPJ3-F1-model_v4_TED01:3.10.129.10:2:136
Q9NPJ4,
Q9NPJ6,AF-Q9NPJ6-F1-model_v4_TED01:1.10.287:25:109
Q9NPL8,AF-Q9NPL8-F1-model_v4_TED01:-:57:162;AF-Q9NPL8-F1-model_v4_TED02:1.10.287:163:215;AF-Q9NPL8-F1-model_v4_TED03:1.20.5:220:257
Q9NPU4,AF-Q9NPU4-F1-model_v4_TED01:1.20.5:54:83
Q9NPZ5,AF-Q9NPZ5-F1-model_v4_TED01:3.90.550.10:80:288
Q9NQ29,
Q9NQ31,AF-Q9NQ31-F1-model_v4_TED01:1.20.5:11:35
Q9NQ34,AF-Q9NQ34-F1-model_v4_TED01:3.10.20:39:96;AF-Q9NQ34-F1-model_v4_TED02:1.20.5:98:143
Q9NQ40,AF-Q9NQ40-F1-model_v4_TED01:1.20.1250.20:2:454
Q9NQ48,AF-Q9NQ48-F1-model_v4_TED01:-:9:127;AF-Q9NQ48-F1-model_v4_TED02:1.20.5:269:299
Q9NQ50,AF-Q9NQ50-F1-model_v4_TED01:-:60:96;AF-Q9NQ50-F1-model_v4_TED02:4.10.270:106:167
Q9NQ55,AF-Q9NQ55-F1-model_v4_TED01:3.40.50.10480:11:283;AF-Q9NQ55-F1-model_v4_TED02:1.20.5:307:345
Q9NQ60,
Q9NQ76,
Q9NQ88,AF-Q9NQ88-F1-model_v4_TED01:3.40.50.1240:3:264
Q9NQ89,AF-Q9NQ89-F1-model_v4_TED01:-:12:94;AF-Q9NQ89-F1-model_v4_TED03:3.40.220.10:270:540;AF-Q9NQ89-F1-model_v4_TED02:1.10.287:124:250
Q9NQ92,
Q9NQC3,AF-Q9NQC3-F1-model_v4_TED01:-:1005:1183
Q9NQC8,AF-Q9NQC8-F1-model_v4_TED01:-:115:194;AF-Q9NQC8-F1-model_v4_TED02:-:208:279
Q9NQE7,AF-Q9NQE7-F1-model_v4_TED01:3.40.50.1820:57:514;AF-Q9NQE7-F1-model_v4_TED02:1.20.120.980:217:425
Q9NQG1,AF-Q9NQG1-F1-model_v4_TED01:1.20.5:16:44
Q9NQL2,AF-Q9NQL2-F1-model_v4_TED01:3.40.50.300:63:236;AF-Q9NQL2-F1-model_v4_TED02:3.30.450.190:240:377
Q9NQP4,AF-Q9NQP4-F1-model_v4_TED01:1.10.287.370:36:122
Q9NQQ7,AF-Q9NQQ7-F1-model_v4_TED01:-:76:323
Q9NQR7,AF-Q9NQR7-F1-model_v4_TED01:-:83:166;AF-Q9NQR7-F1-model_v4_TED02:1.20.5:329:467
Q9NQR9,AF-Q9NQR9-F1-model_v4_TED01:-:2:355
Q9NQS1,AF-Q9NQS1-F1-model_v4_TED01:-:173:206
Q9NQS7,
Q9NQW1,AF-Q9NQW1-F1-model_v4_TED01:2.130.10.10:2:119;AF-Q9NQW1-F1-model_v4_TED02:2.40.10:270:379;AF-Q9NQW1-F1-model_v4_TED03:1.20.940.10:1074:1178
Q9NQX5,AF-Q9NQX5-F1-model_v4_TED01:-:41:82;AF-Q9NQX5-F1-model_v4_TED02:1.20.5:185:223
Q9NQZ2,AF-Q9NQZ2-F1-model_v4_TED01:1.20.120:225:338
Q9NQZ6,
Q9NQZ7,AF-Q9NQZ7-F1-model_v4_TED01:3.30.420.40:69:212;AF-Q9NQZ7-F1-model_v4_TED02:3.30.420.150:313:510
Q9NR00,AF-Q9NR00-F1-model_v4_TED01:1.10.287:46:104
Q9NR28,AF-Q9NR28-F1-model_v4_TED01:1.20.58.70:73:239
Q9NR33,AF-Q9NR33-F1-model_v4_TED01:1.10.20.10:42:111
Q9NR34,AF-Q9NR34-F1-model_v4_TED01:1.50.10.10:175:617
Q9NR45,AF-Q9NR45-F1-model_v4_TED01:3.20.20.70:3:272;AF-Q9NR45-F1-model_v4_TED02:3.90.1210.10:281:350
Q9NR63,AF-Q9NR63-F1-model_v4_TED01:1.10.630.10:136:493
Q9NR77,AF-Q9NR77-F1-model_v4_TED02:-:33:194;AF-Q9NR77-F1-model_v4_TED01:1.20.5:2:32
Q9NR90,AF-Q9NR90-F1-model_v4_TED01:3.30.70.330:37:116;AF-Q9NR90-F1-model_v4_TED03:3.80.20:304:455
Q9NRA2,AF-Q9NRA2-F1-model_v4_TED01:1.20.1250.20:38:272;AF-Q9NRA2-F1-model_v4_TED02:1.20.1250.20:280:495
Q9NRA8,
Q9NRB3,AF-Q9NRB3-F1-model_v4_TED01:-:112:377
Q9NRC1,AF-Q9NRC1-F1-model_v4_TED04:-:512:552;AF-Q9NRC1-F1-model_v4_TED03:-:346:509;AF-Q9NRC1-F1-model_v4_TED01:1.20.5:14:51;AF-Q9NRC1-F1-model_v4_TED02:1.10.3450:152:332
Q9NRC8,AF-Q9NRC8-F1-model_v4_TED01:-:11:73;AF-Q9NRC8-F1-model_v4_TED02:3.40.50.1220:81:341
Q9NRF9,AF-Q9NRF9-F1-model_v4_TED01:1.10.20.10:1:77;AF-Q9NRF9-F1-model_v4_TED02:1.20.5:94:147
Q9NRG0,AF-Q9NRG0-F1-model_v4_TED01:1.10.20.10:22:121
Q9NRG9,AF-Q9NRG9-F1-model_v4_TED01:-:2:492;AF-Q9NRG9-F1-model_v4_TED02:-:77:134
Q9NRH1,AF-Q9NRH1-F1-model_v4_TED01:1.20.1270:68:226
Q9NRI5,"AF-Q9NRI5-F1-model_v4_TED01:1.10.287,1.10.287:551:681;AF-Q9NRI5-F1-model_v4_TED02:-:783:826"
Q9NRI6,
Q9NRI7,
Q9NRJ1,
Q9NRJ2,
Q9NRJ3,AF-Q9NRJ3-F1-model_v4_TED01:2.40.50.40:33:97
Q9NRJ5,AF-Q9NRJ5-F1-model_v4_TED01:1.10.1410.10:34:362;AF-Q9NRJ5-F1-model_v4_TED02:3.30.460.10:56:210;AF-Q9NRJ5-F1-model_v4_TED03:3.30.70.590:368:500
Q9NRL3,AF-Q9NRL3-F1-model_v4_TED02:2.130.10.10:431:753;AF-Q9NRL3-F1-model_v4_TED01:1.20.5:87:137
Q9NRM0,AF-Q9NRM0-F1-model_v4_TED01:1.20.1250.20:53:253;AF-Q9NRM0-F1-model_v4_TED03:1.20.1250.20:303:521;AF-Q9NRM0-F1-model_v4_TED02:1.10.286:255:299
Q9NRM1,
Q9NRN7,AF-Q9NRN7-F1-model_v4_TED01:3.90.470.20:16:300;AF-Q9NRN7-F1-model_v4_TED02:3.90.470.20:130:246
Q9NRP0,
Q9NRP2,AF-Q9NRP2-F1-model_v4_TED01:1.10.287:13:72
Q9NRP4,AF-Q9NRP4-F1-model_v4_TED01:-:3:79
Q9NRQ2,AF-Q9NRQ2-F1-model_v4_TED01:-:115:321
Q9NRQ5,AF-Q9NRQ5-F1-model_v4_TED01:1.20.5:24:54
Q9NRR1,AF-Q9NRR1-F1-model_v4_TED01:-:26:115
Q9NRV9,AF-Q9NRV9-F1-model_v4_TED01:3.20.80.10:13:187
Q9NRW7,"AF-Q9NRW7-F1-model_v4_TED01:3.40.50.2060:4:128;AF-Q9NRW7-F1-model_v4_TED02:3.40.50.1910:133:553;AF-Q9NRW7-F1-model_v4_TED03:3.90.830:239:346;AF-Q9NRW7-F1-model_v4_TED04:1.25.40,1.25.40:352:457"
Q9NRX2,AF-Q9NRX2-F1-model_v4_TED01:3.90.1030.10:6:126;AF-Q9NRX2-F1-model_v4_TED02:1.20.5:139:175
Q9NRX3,AF-Q9NRX3-F1-model_v4_TED01:-:1:44;AF-Q9NRX3-F1-model_v4_TED02:-:49:87
Q9NRX4,AF-Q9NRX4-F1-model_v4_TED01:3.50.20.20:11:120
Q9NRX5,
Q9NRX6,AF-Q9NRX6-F1-model_v4_TED01:-:1:72
Q9NRY2,AF-Q9NRY2-F1-model_v4_TED01:-:66:104
Q9NRY5,AF-Q9NRY5-F1-model_v4_TED02:-:236:498
Q9NRY6,AF-Q9NRY6-F1-model_v4_TED01:3.20.90:78:284
Q9NRY7,AF-Q9NRY7-F1-model_v4_TED01:2.40.160.200:89:294
Q9NS25,AF-Q9NS25-F1-model_v4_TED01:-:56:103
Q9NS26,AF-Q9NS26-F1-model_v4_TED01:-:48:97
Q9NS62,AF-Q9NS62-F1-model_v4_TED01:2.60.40.1930:1:126;AF-Q9NS62-F1-model_v4_TED02:2.60.40.3870:129:238;AF-Q9NS62-F1-model_v4_TED03:2.60.40.1930:241:341
Q9NS64,
Q9NS69,AF-Q9NS69-F1-model_v4_TED01:1.20.5:56:120
Q9NS73,AF-Q9NS73-F1-model_v4_TED01:-:25:92;AF-Q9NS73-F1-model_v4_TED02:-:156:220;AF-Q9NS73-F1-model_v4_TED03:-:244:296
Q9NS82,AF-Q9NS82-F1-model_v4_TED01:1.20.1740.10:43:495
Q9NS86,
Q9NS93,AF-Q9NS93-F1-model_v4_TED01:2.60.40.10:33:275;AF-Q9NS93-F1-model_v4_TED02:-:293:507
Q9NSA0,AF-Q9NSA0-F1-model_v4_TED01:1.20.1250.20:2:330;AF-Q9NSA0-F1-model_v4_TED02:-:48:120;AF-Q9NSA0-F1-model_v4_TED03:1.20.1250.20:336:523
Q9NSA1,AF-Q9NSA1-F1-model_v4_TED01:2.80.10.50:50:163
Q9NSA3,AF-Q9NSA3-F1-model_v4_TED01:1.10.10.490:11:54
Q9NSC7,AF-Q9NSC7-F1-model_v4_TED01:3.90.1480.20:262:588
Q9NSD5,"AF-Q9NSD5-F1-model_v4_TED01:1.10.4160,1.20.1730:42:569"
Q9NSG2,AF-Q9NSG2-F1-model_v4_TED02:-:638:748;AF-Q9NSG2-F1-model_v4_TED01:1.20.190:1:200
Q9NSI2,AF-Q9NSI2-F1-model_v4_TED02:-:185:229;AF-Q9NSI2-F1-model_v4_TED01:1.20.5:105:156
Q9NSK0,AF-Q9NSK0-F1-model_v4_TED02:1.25.40.10:301:372;AF-Q9NSK0-F1-model_v4_TED03:1.25.40.10:380:497;AF-Q9NSK0-F1-model_v4_TED01:1.20.5:21:147
Q9NSK7,
Q9NSP4,AF-Q9NSP4-F1-model_v4_TED01:3.40.50.300:17:171
Q9NT62,AF-Q9NT62-F1-model_v4_TED01:-:1:309
Q9NTG7,AF-Q9NTG7-F1-model_v4_TED01:3.40.50.1220:123:399;AF-Q9NTG7-F1-model_v4_TED02:3.30.1600.10:156:292
Q9NTI5,AF-Q9NTI5-F1-model_v4_TED01:-:9:152;AF-Q9NTI5-F1-model_v4_TED02:1.25.10.10:273:464;AF-Q9NTI5-F1-model_v4_TED03:-:485:614;AF-Q9NTI5-F1-model_v4_TED04:-:739:900;AF-Q9NTI5-F1-model_v4_TED05:-:990:1120
Q9NTI7,AF-Q9NTI7-F1-model_v4_TED01:1.20.5:1:54
Q9NTK1,
Q9NTM9,AF-Q9NTM9-F1-model_v4_TED01:3.20.20.380:26:271
Q9NTN3,AF-Q9NTN3-F1-model_v4_TED01:-:48:342
Q9NTU4,AF-Q9NTU4-F1-model_v4_TED01:1.10.287:147:200
Q9NTX5,AF-Q9NTX5-F1-model_v4_TED01:3.90.226.10:35:252
Q9NTX9,AF-Q9NTX9-F1-model_v4_TED01:-:136:202
Q9NU23,AF-Q9NU23-F1-model_v4_TED01:-:20:88
Q9NU53,AF-Q9NU53-F1-model_v4_TED01:-:44:189;AF-Q9NU53-F1-model_v4_TED02:1.20.5:238:289
Q9NUB4,
Q9NUC0,AF-Q9NUC0-F1-model_v4_TED01:-:99:151
Q9NUD7,
Q9NUD9,AF-Q9NUD9-F1-model_v4_TED01:-:8:488
Q9NUG6,AF-Q9NUG6-F1-model_v4_TED01:-:3:130
Q9NUH8,
Q9NUJ3,AF-Q9NUJ3-F1-model_v4_TED01:-:64:259;AF-Q9NUJ3-F1-model_v4_TED02:-:328:507
Q9NUL5,AF-Q9NUL5-F1-model_v4_TED01:-:1:103;AF-Q9NUL5-F1-model_v4_TED02:-:107:231
Q9NUM3,AF-Q9NUM3-F1-model_v4_TED01:-:1:307
Q9NUM4,AF-Q9NUM4-F1-model_v4_TED01:2.60.40.10:120:259
Q9NUN5,AF-Q9NUN5-F1-model_v4_TED01:-:10:525;AF-Q9NUN5-F1-model_v4_TED02:1.10.287:233:275
Q9NUN7,"AF-Q9NUN7-F1-model_v4_TED01:1.20.1070,1.20.1070:35:259"
Q9NUP1,
Q9NUQ3,
Q9NUQ6,AF-Q9NUQ6-F1-model_v4_TED01:1.10.8:3:49;AF-Q9NUQ6-F1-model_v4_TED02:3.90.20:221:349
Q9NUQ9,AF-Q9NUQ9-F1-model_v4_TED01:-:31:194;AF-Q9NUQ9-F1-model_v4_TED02:1.20.1050:216:324
Q9NUR3,AF-Q9NUR3-F1-model_v4_TED01:1.10.287:119:203
Q9NUS5,AF-Q9NUS5-F1-model_v4_TED01:3.30.450.60:1:196
Q9NUU6,AF-Q9NUU6-F1-model_v4_TED01:-:91:356
Q9NUW8,AF-Q9NUW8-F1-model_v4_TED01:3.30.870.10:150:604
Q9NUX5,AF-Q9NUX5-F1-model_v4_TED01:2.40.50.140:20:142;AF-Q9NUX5-F1-model_v4_TED02:2.40.50.140:149:299;AF-Q9NUX5-F1-model_v4_TED03:2.40.50.140:334:632;AF-Q9NUX5-F1-model_v4_TED04:-:389:537
Q9NV06,AF-Q9NV06-F1-model_v4_TED01:-:38:393;AF-Q9NV06-F1-model_v4_TED02:2.130.10.10:59:354
Q9NV12,AF-Q9NV12-F1-model_v4_TED01:1.20.140.150:9:172
Q9NV29,AF-Q9NV29-F1-model_v4_TED01:1.10.287:48:119
Q9NV39,
Q9NV56,AF-Q9NV56-F1-model_v4_TED01:-:32:92
Q9NV64,AF-Q9NV64-F1-model_v4_TED01:-:339:415
Q9NV79,AF-Q9NV79-F1-model_v4_TED01:3.40.50.150:62:239;AF-Q9NV79-F1-model_v4_TED02:-:243:361
Q9NV92,AF-Q9NV92-F1-model_v4_TED01:-:227:334
Q9NV96,AF-Q9NV96-F1-model_v4_TED02:-:82:314;AF-Q9NV96-F1-model_v4_TED01:1.10.287:50:345
Q9NVA1,AF-Q9NVA1-F1-model_v4_TED01:-:104:271
Q9NVA2,AF-Q9NVA2-F1-model_v4_TED01:3.40.50.300:36:307;AF-Q9NVA2-F1-model_v4_TED02:1.20.5:344:399
Q9NVA4,AF-Q9NVA4-F1-model_v4_TED01:-:9:343
Q9NVC6,AF-Q9NVC6-F1-model_v4_TED01:-:187:386;AF-Q9NVC6-F1-model_v4_TED02:-:430:516;AF-Q9NVC6-F1-model_v4_TED03:-:532:647
Q9NVE4,AF-Q9NVE4-F1-model_v4_TED01:-:53:240;AF-Q9NVE4-F1-model_v4_TED02:-:676:835
Q9NVE7,AF-Q9NVE7-F1-model_v4_TED01:3.30.420:25:415;AF-Q9NVE7-F1-model_v4_TED02:3.30.420.40:167:354;AF-Q9NVE7-F1-model_v4_TED03:1.20.1700.10:424:518;AF-Q9NVE7-F1-model_v4_TED04:3.40.50.10880:526:770
Q9NVF9,AF-Q9NVF9-F1-model_v4_TED01:3.30.200:51:153;AF-Q9NVF9-F1-model_v4_TED02:3.90.1200.10:158:380
Q9NVH2,AF-Q9NVH2-F1-model_v4_TED01:-:356:459;AF-Q9NVH2-F1-model_v4_TED02:-:466:552;AF-Q9NVH2-F1-model_v4_TED03:-:553:794;AF-Q9NVH2-F1-model_v4_TED04:2.60.40.2550:801:931
Q9NVH6,AF-Q9NVH6-F1-model_v4_TED01:3.30.2020.30:50:142;AF-Q9NVH6-F1-model_v4_TED02:3.60.130.10:145:421
Q9NVI1,AF-Q9NVI1-F1-model_v4_TED02:-:806:927;AF-Q9NVI1-F1-model_v4_TED01:1.10.357:621:792;AF-Q9NVI1-F1-model_v4_TED03:1.20.930:950:1041;AF-Q9NVI1-F1-model_v4_TED04:1.20.190:1054:1284
Q9NVK5,AF-Q9NVK5-F1-model_v4_TED01:1.20.5:1:59;AF-Q9NVK5-F1-model_v4_TED02:1.20.5:61:117;AF-Q9NVK5-F1-model_v4_TED03:1.20.5:170:244
Q9NVL1,
Q9NVL8,
Q9NVM9,AF-Q9NVM9-F1-model_v4_TED01:3.40.50.410:8:255;AF-Q9NVM9-F1-model_v4_TED02:-:258:388;AF-Q9NVM9-F1-model_v4_TED03:-:415:561
Q9NVP2,AF-Q9NVP2-F1-model_v4_TED01:2.60.40.1490:3:147
Q9NVP4,AF-Q9NVP4-F1-model_v4_TED01:2.60.40:11:104;AF-Q9NVP4-F1-model_v4_TED03:1.25.40.20:605:747
Q9NVQ4,AF-Q9NVQ4-F1-model_v4_TED01:2.40.128.180:5:83;AF-Q9NVQ4-F1-model_v4_TED02:2.40.128.180:97:178
Q9NVR2,AF-Q9NVR2-F1-model_v4_TED01:-:612:710
Q9NVS2,AF-Q9NVS2-F1-model_v4_TED01:4.10.640.10:65:196
Q9NVS9,AF-Q9NVS9-F1-model_v4_TED01:2.30.110.10:45:257
